Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,Result,Total Goals
1994,1994-06-17 19:30:00,Group Stage,Cotton Bowl,Dallas ,Spain,2,2,Korea Republic, ,56247,0,0,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),337,3050,ESP,KOR,Draw,4
1994,1994-06-18 11:30:00,Group Stage,Pontiac Silverdome,Detroit ,USA,1,1,Switzerland, ,73425,1,1,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),337,3051,USA,SUI,Draw,2
1994,1994-06-18 16:00:00,Group Stage,Giants Stadium,New York/New Jersey ,Italy,0,1,"rn"">Republic of Ireland", ,75338,0,1,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),PARK Hae-Yong (KOR),337,3052,ITA,IRL,Away Win,1
1994,1994-06-18 19:30:00,Group Stage,Rose Bowl,Los Angeles ,Colombia,1,3,Romania, ,91856,1,2,AL SHARIF Jamal (SYR),AL GHATTAN Yousif Abdulla (BAH),JAMES Douglas Micael (TRI),337,3053,COL,ROU,Away Win,4
1994,1994-06-19 12:30:00,Group Stage,Citrus Bowl,Orlando ,Belgium,1,0,Morocco, ,61219,1,0,TORRES CADENA Jose Joaquin (COL),CALIX GARCIA Raimundo (HON),YLI-KARRO Tapio (FIN),337,3054,BEL,MAR,Home Win,1
1994,1994-06-19 16:00:00,Group Stage,RFK Stadium,Washington Dc ,Norway,1,0,Mexico, ,52395,0,0,PUHL Sandor (HUN),MARTON Sandor (HUN),IVANOV Valentin (RUS),337,3055,NOR,MEX,Home Win,1
1994,1994-06-19 19:30:00,Group Stage,Rose Bowl,Los Angeles ,Cameroon,2,2,Sweden, ,93194,1,1,TEJADA NORIEGA Alberto (PER),JAMES Douglas Micael (TRI),AL GHATTAN Yousif Abdulla (BAH),337,3056,CMR,SWE,Draw,4
1994,1994-06-20 16:00:00,Group Stage,Stanford Stadium,San Francisco ,Brazil,2,0,Russia, ,81061,1,0,LIM KEE CHONG An Yan (MRI),RHARIB El Jilali Mohamed (MAR),RAMICONE Domenico (ITA),337,3057,BRA,RUS,Home Win,2
1994,1994-06-20 19:30:00,Group Stage,RFK Stadium,Washington Dc ,Netherlands,2,1,Saudi Arabia, ,50535,0,1,DIAZ VEGA Manuel (ESP),IVANOV Valentin (RUS),MARTON Sandor (HUN),337,3058,NED,KSA,Home Win,3
1994,1994-06-21 12:30:00,Group Stage,Foxboro Stadium,Boston ,Argentina,4,0,Greece, ,54456,2,0,ANGELES Arturo (USA),PARK Hae-Yong (KOR),DOLSTRA Jan (NED),337,3059,ARG,GRE,Home Win,4
1994,1994-06-21 16:00:00,Group Stage,Soldier Field,Chicago ,Germany,1,1,Spain, ,63113,0,1,FILIPPI Ernesto (URU),ZARATE Venancio (PAR),TAIBI Ernesto (ARG),337,3060,GER,ESP,Draw,2
1994,1994-06-21 19:30:00,Group Stage,Cotton Bowl,Dallas ,Nigeria,3,0,Bulgaria, ,44132,2,0,BADILLA Rodrigo (CRC),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),337,3061,NGA,BUL,Home Win,3
1994,1994-06-22 16:00:00,Group Stage,Pontiac Silverdome,Detroit ,Romania,1,4,Switzerland, ,61428,1,1,JOUINI Neji (TUN),HASSAN Abdel-Magid (EGY),FANAEI Mohammad (IRN),337,3062,ROU,SUI,Away Win,5
1994,1994-06-22 19:30:00,Group Stage,Rose Bowl,Los Angeles ,USA,2,1,Colombia, ,93869,1,0,BALDAS Fabio (ITA),RAMICONE Domenico (ITA),RHARIB El Jilali Mohamed (MAR),337,3063,USA,COL,Home Win,3
1994,1994-06-23 16:00:00,Group Stage,Giants Stadium,New York/New Jersey ,Italy,1,0,Norway, ,74624,0,0,KRUG Hellmut (GER),YLI-KARRO Tapio (FIN),PEARSON Roy (ENG),337,3064,ITA,NOR,Home Win,1
1994,1994-06-23 19:30:00,Group Stage,Foxboro Stadium,Boston ,Korea Republic,0,0,Bolivia, ,54453,0,0,MOTTRAM Leslie (SCO),MATTHYS Luc (BEL),EVERSTIG Mikael (SWE),337,3065,KOR,BOL,Draw,0
1994,1994-06-24 12:30:00,Group Stage,Citrus Bowl,Orlando ,Mexico,2,1,"rn"">Republic of Ireland", ,60790,1,0,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),ALVES Paulo Jorge (BRA),337,3066,MEX,IRL,Home Win,3
1994,1994-06-24 16:00:00,Group Stage,Stanford Stadium,San Francisco ,Brazil,3,0,Cameroon, ,83401,1,0,BRIZIO CARTER Arturo (MEX),JAMES Douglas Micael (TRI),CHRISTENSEN Carl-Johan Meyer (DEN),337,3067,BRA,CMR,Home Win,3
1994,1994-06-24 19:30:00,Group Stage,Pontiac Silverdome,Detroit ,Sweden,3,1,Russia, ,71528,1,1,QUINIOU Joel (FRA),FANAEI Mohammad (IRN),HASSAN Abdel-Magid (EGY),337,3068,SWE,RUS,Home Win,4
1994,1994-06-25 12:30:00,Group Stage,Citrus Bowl,Orlando ,Belgium,1,0,Netherlands, ,62387,0,0,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),LISTKIEWICZ Michal (POL),337,3069,BEL,NED,Home Win,1
1994,1994-06-25 12:30:00,Group Stage,Giants Stadium,New York/New Jersey ,Saudi Arabia,2,1,Morocco, ,76322,2,1,DON Philip (ENG),PEARSON Roy (ENG),YLI-KARRO Tapio (FIN),337,3070,KSA,MAR,Home Win,3
1994,1994-06-25 16:00:00,Group Stage,Foxboro Stadium,Boston ,Argentina,2,1,Nigeria, ,54453,2,1,KARLSSON Bo (SWE),EVERSTIG Mikael (SWE),MATTHYS Luc (BEL),337,3071,ARG,NGA,Home Win,3
1994,1994-06-26 12:30:00,Group Stage,Soldier Field,Chicago ,Bulgaria,4,0,Greece, ,63160,1,0,BUJSAIM Ali (UAE),AL GHATTAN Yousif Abdulla (BAH),CALIX GARCIA Raimundo (HON),337,3072,BUL,GRE,Home Win,4
1994,1994-06-26 16:00:00,Group Stage,Rose Bowl,Los Angeles ,USA,0,1,Romania, ,93869,0,1,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),DUNSTER Gordon (AUS),337,3073,USA,ROU,Away Win,1
1994,1994-06-26 16:00:00,Group Stage,Stanford Stadium,San Francisco ,Switzerland,0,2,Colombia, ,83401,0,1,MIKKELSEN Peter (DEN),CHRISTENSEN Carl-Johan Meyer (DEN),JAMES Douglas Micael (TRI),337,3074,SUI,COL,Away Win,2
1994,1994-06-27 16:00:00,Group Stage,Cotton Bowl,Dallas ,Germany,3,2,Korea Republic, ,63998,3,0,QUINIOU Joel (FRA),IVANOV Valentin (RUS),HASSAN Abdel-Magid (EGY),337,3076,GER,KOR,Home Win,5
1994,1994-06-27 16:00:00,Group Stage,Soldier Field,Chicago ,Bolivia,1,3,Spain, ,63089,0,1,BADILLA Rodrigo (CRC),CALIX GARCIA Raimundo (HON),AL GHATTAN Yousif Abdulla (BAH),337,3075,BOL,ESP,Away Win,4
1994,1994-06-28 12:30:00,Group Stage,Giants Stadium,New York/New Jersey ,"rn"">Republic of Ireland",0,0,Norway, ,72404,0,0,TORRES CADENA Jose Joaquin (COL),ALVES Paulo Jorge (BRA),PARK Hae-Yong (KOR),337,3077,IRL,NOR,Draw,0
1994,1994-06-28 12:30:00,Group Stage,RFK Stadium,Washington Dc ,Italy,1,1,Mexico, ,52535,0,0,LAMOLINA Francisco Oscar (ARG),TAIBI Ernesto (ARG),BRAZZALE Eugene (AUS),337,3078,ITA,MEX,Draw,2
1994,1994-06-28 16:00:00,Group Stage,Pontiac Silverdome,Detroit ,Brazil,1,1,Sweden, ,77217,0,1,PUHL Sandor (HUN),MARTON Sandor (HUN),MATTHYS Luc (BEL),337,3080,BRA,SWE,Draw,2
1994,1994-06-28 16:00:00,Group Stage,Stanford Stadium,San Francisco ,Russia,6,1,Cameroon, ,74914,3,0,AL SHARIF Jamal (SYR),DUNSTER Gordon (AUS),DOLSTRA Jan (NED),337,3079,RUS,CMR,Home Win,7
1994,1994-06-29 12:30:00,Group Stage,Citrus Bowl,Orlando ,Morocco,1,2,Netherlands, ,60578,0,1,TEJADA NORIEGA Alberto (PER),ZARATE Venancio (PAR),EVERSTIG Mikael (SWE),337,3081,MAR,NED,Away Win,3
1994,1994-06-29 12:30:00,Group Stage,RFK Stadium,Washington Dc ,Belgium,0,1,Saudi Arabia, ,52959,0,1,KRUG Hellmut (GER),BRAZZALE Eugene (AUS),TAIBI Ernesto (ARG),337,3082,BEL,KSA,Away Win,1
1994,1994-06-30 19:30:00,Group Stage,Foxboro Stadium,Boston ,Greece,0,2,Nigeria, ,53001,0,1,MOTTRAM Leslie (SCO),PARK Hae-Yong (KOR),ALVES Paulo Jorge (BRA),337,3083,GRE,NGA,Away Win,2
1994,1994-06-30 19:30:00,Group Stage,Cotton Bowl,Dallas ,Argentina,0,2,Bulgaria, ,63998,0,0,JOUINI Neji (TUN),YLI-KARRO Tapio (FIN),RHARIB El Jilali Mohamed (MAR),337,3084,ARG,BUL,Away Win,2
1994,1994-07-02 12:00:00,Round of 16,Soldier Field,Chicago ,Germany,3,2,Belgium, ,60246,3,1,ROETHLISBERGER Kurt (SUI),LISTKIEWICZ Michal (POL),CHRISTENSEN Carl-Johan Meyer (DEN),338,3085,GER,BEL,Home Win,5
1994,1994-07-02 16:30:00,Round of 16,RFK Stadium,Washington Dc ,Spain,3,0,Switzerland, ,53121,1,0,VAN DER ENDE Mario (NED),DOLSTRA Jan (NED),MARTON Sandor (HUN),338,3086,ESP,SUI,Home Win,3
1994,1994-07-03 12:00:00,Round of 16,Cotton Bowl,Dallas ,Saudi Arabia,1,3,Sweden, ,60277,0,1,MARSIGLIA Renato (BRA),ALVES Paulo Jorge (BRA),CALIX GARCIA Raimundo (HON),338,3087,KSA,SWE,Away Win,4
1994,1994-07-03 13:30:00,Round of 16,Rose Bowl,Los Angeles ,Romania,3,2,Argentina, ,90469,2,1,PAIRETTO Pierluigi (ITA),RAMICONE Domenico (ITA),MATTHYS Luc (BEL),338,3088,ROU,ARG,Home Win,5
1994,1994-07-04 12:00:00,Round of 16,Citrus Bowl,Orlando ,Netherlands,2,0,"rn"">Republic of Ireland", ,61355,2,0,MIKKELSEN Peter (DEN),DUNSTER Gordon (AUS),BRAZZALE Eugene (AUS),338,3089,NED,IRL,Home Win,2
1994,1994-07-04 12:30:00,Round of 16,Stanford Stadium,San Francisco ,Brazil,1,0,USA, ,84147,0,0,QUINIOU Joel (FRA),PARK Hae-Yong (KOR),EVERSTIG Mikael (SWE),338,3090,BRA,USA,Home Win,1
1994,1994-07-05 13:00:00,Round of 16,Foxboro Stadium,Boston ,Nigeria,1,2,Italy,Italy win after extra time ,54367,0,0,BRIZIO CARTER Arturo (MEX),TAIBI Ernesto (ARG),ZARATE Venancio (PAR),338,3091,NGA,ITA,Away Win,3
1994,1994-07-05 16:30:00,Round of 16,Giants Stadium,New York/New Jersey ,Mexico,1,1,Bulgaria,Bulgaria win on penalties (1 - 3) ,71030,0,0,AL SHARIF Jamal (SYR),FANAEI Mohammad (IRN),AL GHATTAN Yousif Abdulla (BAH),338,3092,MEX,BUL,Draw,2
1994,1994-07-09 12:00:00,Quarter-finals,Foxboro Stadium,Boston ,Italy,2,1,Spain, ,53400,1,0,PUHL Sandor (HUN),DUNSTER Gordon (AUS),MATTHYS Luc (BEL),796,3097,ITA,ESP,Home Win,3
1994,1994-07-09 14:30:00,Quarter-finals,Cotton Bowl,Dallas ,Netherlands,2,3,Brazil, ,63500,0,0,BADILLA Rodrigo (CRC),AL GHATTAN Yousif Abdulla (BAH),FANAEI Mohammad (IRN),796,3098,NED,BRA,Away Win,5
1994,1994-07-10 12:00:00,Quarter-finals,Giants Stadium,New York/New Jersey ,Bulgaria,2,1,Germany, ,72000,0,0,TORRES CADENA Jose Joaquin (COL),ZARATE Venancio (PAR),MARTON Sandor (HUN),796,3096,BUL,GER,Home Win,3
1994,1994-07-10 12:30:00,Quarter-finals,Stanford Stadium,San Francisco ,Romania,2,2,Sweden,Sweden win on penalties (4 - 5) ,83500,0,0,DON Philip (ENG),PEARSON Roy (ENG),PARK Hae-Yong (KOR),796,3095,ROU,SWE,Draw,4
1994,1994-07-13 16:00:00,Semi-finals,Giants Stadium,New York/New Jersey ,Bulgaria,1,2,Italy, ,74110,1,2,QUINIOU Joel (FRA),CHRISTENSEN Carl-Johan Meyer (DEN),PEARSON Roy (ENG),3461,3100,BUL,ITA,Away Win,3
1994,1994-07-13 16:30:00,Semi-finals,Rose Bowl,Los Angeles ,Sweden,0,1,Brazil, ,91856,0,0,TORRES CADENA Jose Joaquin (COL),MARTON Sandor (HUN),MATTHYS Luc (BEL),3461,3099,SWE,BRA,Away Win,1
1994,1994-07-16 12:30:00,Third Place,Rose Bowl,Los Angeles ,Sweden,4,0,Bulgaria, ,91500,4,0,BUJSAIM Ali (UAE),RHARIB El Jilali Mohamed (MAR),TAIBI Ernesto (ARG),3460,3103,SWE,BUL,Home Win,4
1994,1994-07-17 12:30:00,Final,Rose Bowl,Los Angeles ,Brazil,0,0,Italy,Brazil win on penalties (3 - 2) ,94194,0,0,PUHL Sandor (HUN),ZARATE Venancio (PAR),FANAEI Mohammad (IRN),3459,3104,BRA,ITA,Draw,0
1998,1998-06-10 17:30:00,Group Stage,Stade de France,Saint-Denis ,Brazil,2,1,Scotland, ,80000,1,1,GARCIA ARANDA Jose Maria (ESP),TRESACO GRACIA Fernando (ESP),ARANGO Jorge Luis (COL),1014,4000,BRA,SCO,Home Win,3
1998,1998-06-10 21:00:00,Group Stage,La Mosson,Montpellier ,Morocco,2,2,Norway, ,29800,1,1,ANPRASERT Pirom (THA),ABDUL HAMID Halim (MAS),WICKRAMATUNGA Nimal (SRI),1014,8725,MAR,NOR,Draw,4
1998,1998-06-11 17:30:00,Group Stage,Stade du Parc Lescure,Bordeaux ,Italy,2,2,Chile, ,31800,1,1,BOUCHARDEAU Lucien (NIG),DANTE Dramane (MLI),MANSRI Mohamed (TUN),1014,8726,ITA,CHI,Draw,4
1998,1998-06-11 21:00:00,Group Stage,Stade Municipal,Toulouse ,Cameroon,1,1,Austria, ,33500,0,0,GONZALEZ CHAVEZ Epifanio (PAR),GALVAN Celestino (PAR),SALINAS Reynaldo (HON),1014,8727,CMR,AUT,Draw,2
1998,1998-06-12 14:30:00,Group Stage,La Mosson,Montpellier ,Paraguay,0,0,Bulgaria, ,29800,0,0,ALZEID Abdulrahman (KSA),SALIE Achmat (RSA),GHADANFARI Hussain (KUW),1014,8728,PAR,BUL,Draw,0
1998,1998-06-12 17:30:00,Group Stage,Stade Felix Bollaert,Lens ,Saudi Arabia,0,1,Denmark, ,38100,0,0,CASTRILLI Javier (ARG),ROSSI Claudio (ARG),DIAZ GALVEZ Jorge (CHI),1014,8729,KSA,DEN,Away Win,1
1998,1998-06-12 21:00:00,Group Stage,Stade V�lodrome,Marseilles ,France,3,0,South Africa, ,55000,1,0,REZENDE Marcio (BRA),PINTO Arnaldo (BRA),GONZALES Merere (TRI),1014,8730,FRA,RSA,Home Win,3
1998,1998-06-13 14:30:00,Group Stage,La Beaujoire,Nantes ,Spain,2,3,Nigeria, ,35500,1,1,BAHARMAST Esse (USA),TORRES ZUNIGA Luis (CRC),DUPANOV Yuri (BLR),1014,8731,ESP,NGA,Away Win,5
1998,1998-06-13 17:30:00,Group Stage,Stade de Gerland,Lyon ,Korea Republic,1,3,Mexico, ,39100,1,0,BENKO Gunter (AUT),FRED Lencie (VAN),SCHNEIDER Erich (GER),1014,8732,KOR,MEX,Away Win,4
1998,1998-06-13 21:00:00,Group Stage,Stade de France,Saint-Denis ,Netherlands,0,0,Belgium, ,77000,0,0,COLLINA Pierluigi (ITA),MAZZEI Gennaro (ITA),ZAMMIT Emanuel (MLT),1014,8733,NED,BEL,Draw,0
1998,1998-06-14 14:30:00,Group Stage,Stade Municipal,Toulouse ,Argentina,1,0,Japan, ,33500,1,0,VAN DER ENDE Mario (NED),VAN DEN BROECK Marc (BEL),FOLEY Eddie (IRL),1014,8734,ARG,JPN,Home Win,1
1998,1998-06-14 17:30:00,Group Stage,Stade Geoffroy Guichard,Saint-Etienne ,Yugoslavia,1,0,Iran, ,30600,0,0,TEJADA NORIEGA Alberto (PER),POWELL Owen (JAM),POCIEGIEL Jacek (POL),1014,8735,YUG,IRN,Home Win,1
1998,1998-06-14 21:00:00,Group Stage,Stade Felix Bollaert,Lens ,Jamaica,1,3,Croatia, ,38100,1,1,MELO PEREIRA Vitor (POR),GRIGORESCU Nicolae (ROU),POUDEVIGNE Jacques (FRA),1014,8736,JAM,CRO,Away Win,4
1998,1998-06-15 14:30:00,Group Stage,Stade V�lodrome,Marseilles ,England,2,0,Tunisia, ,55000,1,0,OKADA Masayoshi (JPN),JEON Young Hyun (KOR),DANTE Dramane (MLI),1014,8740,ENG,TUN,Home Win,2
1998,1998-06-15 17:30:00,Group Stage,Stade de Gerland,Lyon ,Romania,1,0,Colombia, ,39100,1,0,LIM KEE CHONG An Yan (MRI),AL MUSAWI Mohamed (OMA),ABDUL HAMID Halim (MAS),1014,8739,ROU,COL,Home Win,1
1998,1998-06-15 21:00:00,Group Stage,Parc des Princes,Paris ,Germany,2,0,USA, ,45500,1,0,BELQOLA Said (MAR),MANSRI Mohamed (TUN),NILSSON Mikael (SWE),1014,8738,GER,USA,Home Win,2
1998,1998-06-16 17:30:00,Group Stage,Stade du Parc Lescure,Bordeaux ,Scotland,1,1,Norway, ,31800,0,0,VAGNER Laszlo (HUN),AMLER Evzen (CZE),RAUSIS Laurent (SUI),1014,8741,SCO,NOR,Draw,2
1998,1998-06-16 21:00:00,Group Stage,La Beaujoire,Nantes ,Brazil,3,0,Morocco, ,35500,2,0,LEVNIKOV Nikolai (RUS),DUPANOV Yuri (BLR),WARREN Mark (ENG),1014,8742,BRA,MAR,Home Win,3
1998,1998-06-17 17:30:00,Group Stage,Stade Geoffroy Guichard,Saint-Etienne ,Chile,1,1,Austria, ,30600,0,0,EL GHANDOUR Gamal (EGY),GHADANFARI Hussain (KUW),TRESACO GRACIA Fernando (ESP),1014,8743,CHI,AUT,Draw,2
1998,1998-06-17 21:00:00,Group Stage,La Mosson,Montpellier ,Italy,3,0,Cameroon, ,29800,1,0,LENNIE Edward (AUS),FRED Lencie (VAN),ROSSI Claudio (ARG),1014,8744,ITA,CMR,Home Win,3
1998,1998-06-18 17:30:00,Group Stage,Stade Municipal,Toulouse ,South Africa,1,1,Denmark, ,33500,0,1,TORO RENDON John (COL),ARANGO Jorge Luis (COL),GALVAN Celestino (PAR),1014,8746,RSA,DEN,Draw,2
1998,1998-06-18 21:00:00,Group Stage,Stade de France,Saint-Denis ,France,4,0,Saudi Arabia, ,80000,1,0,BRIZIO CARTER Arturo (MEX),SALINAS Reynaldo (HON),TORRES ZUNIGA Luis (CRC),1014,8745,FRA,KSA,Home Win,4
1998,1998-06-19 17:30:00,Group Stage,Parc des Princes,Paris ,Nigeria,1,0,Bulgaria, ,45500,1,0,SANCHEZ YANTEN Mario (CHI),DIAZ GALVEZ Jorge (CHI),PINTO Arnaldo (BRA),1014,8747,NGA,BUL,Home Win,1
1998,1998-06-19 21:00:00,Group Stage,Stade Geoffroy Guichard,Saint-Etienne ,Spain,0,0,Paraguay, ,30600,0,0,McLEOD Ian (RSA),SOLDATOS Aristidis Chris (RSA),POWELL Owen (JAM),1014,8748,ESP,PAR,Draw,0
1998,1998-06-20 14:30:00,Group Stage,La Beaujoire,Nantes ,Japan,0,1,Croatia, ,35500,0,0,RAMDHAN Ramesh (TRI),GONZALES Merere (TRI),SALIE Achmat (RSA),1014,8751,JPN,CRO,Away Win,1
1998,1998-06-20 17:30:00,Group Stage,Stade du Parc Lescure,Bordeaux ,Belgium,2,2,Mexico, ,31800,1,0,DALLAS Hugh (SCO),FOLEY Eddie (IRL),AL MUSAWI Mohamed (OMA),1014,8750,BEL,MEX,Draw,4
1998,1998-06-20 21:00:00,Group Stage,Stade V�lodrome,Marseilles ,Netherlands,5,0,Korea Republic, ,55000,2,0,WOJCIK Ryszard (POL),POCIEGIEL Jacek (POL),DUPANOV Yuri (BLR),1014,8749,NED,KOR,Home Win,5
1998,1998-06-21 14:30:00,Group Stage,Stade Felix Bollaert,Lens ,Germany,2,2,Yugoslavia, ,38100,0,1,NIELSEN Kim Milton (DEN),ZAMMIT Emanuel (MLT),VAN DEN BROECK Marc (BEL),1014,8753,GER,YUG,Draw,4
1998,1998-06-21 17:30:00,Group Stage,Parc des Princes,Paris ,Argentina,5,0,Jamaica, ,45500,1,0,PEDERSEN Rune (NOR),NILSSON Mikael (SWE),MAZZEI Gennaro (ITA),1014,8752,ARG,JAM,Home Win,5
1998,1998-06-21 21:00:00,Group Stage,Stade de Gerland,Lyon ,USA,1,2,Iran, ,39100,0,1,MEIER Urs (SUI),RAUSIS Laurent (SUI),GRIGORESCU Nicolae (ROU),1014,8754,USA,IRN,Away Win,3
1998,1998-06-22 17:30:00,Group Stage,La Mosson,Montpellier ,Colombia,1,0,Tunisia, ,29800,0,0,HEYNEMANN Bernd (GER),SCHNEIDER Erich (GER),AMLER Evzen (CZE),1014,8755,COL,TUN,Home Win,1
1998,1998-06-22 21:00:00,Group Stage,Stade Municipal,Toulouse ,Romania,2,1,England, ,33500,0,0,BATTA Marc (FRA),POUDEVIGNE Jacques (FRA),SOLDATOS Aristidis Chris (RSA),1014,8756,ROU,ENG,Home Win,3
1998,1998-06-23 16:00:00,Group Stage,Stade de France,Saint-Denis ,Italy,2,1,Austria, ,80000,0,0,DURKIN Paul (ENG),WARREN Mark (ENG),JEON Young Hyun (KOR),1014,8757,ITA,AUT,Home Win,3
1998,1998-06-23 16:00:00,Group Stage,La Beaujoire,Nantes ,Chile,1,1,Cameroon, ,35500,1,0,VAGNER Laszlo (HUN),WICKRAMATUNGA Nimal (SRI),ABDUL HAMID Halim (MAS),1014,8760,CHI,CMR,Draw,2
1998,1998-06-23 21:00:00,Group Stage,Stade Geoffroy Guichard,Saint-Etienne ,Scotland,0,3,Morocco, ,30600,0,1,BUJSAIM Ali (UAE),TORRES ZUNIGA Luis (CRC),FRED Lencie (VAN),1014,8758,SCO,MAR,Away Win,3
1998,1998-06-23 21:00:00,Group Stage,Stade V�lodrome,Marseilles ,Brazil,1,2,Norway, ,55000,0,0,BAHARMAST Esse (USA),MAZZEI Gennaro (ITA),DANTE Dramane (MLI),1014,8759,BRA,NOR,Away Win,3
1998,1998-06-24 16:00:00,Group Stage,Stade de Gerland,Lyon ,France,2,1,Denmark, ,39100,1,1,COLLINA Pierluigi (ITA),VAN DEN BROECK Marc (BEL),ZAMMIT Emanuel (MLT),1014,8762,FRA,DEN,Home Win,3
1998,1998-06-24 16:00:00,Group Stage,Stade du Parc Lescure,Bordeaux ,South Africa,2,2,Saudi Arabia, ,31800,1,1,SANCHEZ YANTEN Mario (CHI),POWELL Owen (JAM),FOLEY Eddie (IRL),1014,8764,RSA,KSA,Draw,4
1998,1998-06-24 21:00:00,Group Stage,Stade Felix Bollaert,Lens ,Spain,6,1,Bulgaria, ,38100,2,0,VAN DER ENDE Mario (NED),GRIGORESCU Nicolae (ROU),ROSSI Claudio (ARG),1014,8761,ESP,BUL,Home Win,7
1998,1998-06-24 21:00:00,Group Stage,Stade Municipal,Toulouse ,Nigeria,1,3,Paraguay, ,33500,1,1,ANPRASERT Pirom (THA),AL MUSAWI Mohamed (OMA),NILSSON Mikael (SWE),1014,8763,NGA,PAR,Away Win,4
1998,1998-06-25 16:00:00,Group Stage,Parc des Princes,Paris ,Belgium,1,1,Korea Republic, ,45500,1,0,REZENDE Marcio (BRA),PINTO Arnaldo (BRA),ARANGO Jorge Luis (COL),1014,8765,BEL,KOR,Draw,2
1998,1998-06-25 16:00:00,Group Stage,Stade Geoffroy Guichard,Saint-Etienne ,Netherlands,2,2,Mexico, ,30600,2,0,ALZEID Abdulrahman (KSA),TRESACO GRACIA Fernando (ESP),GHADANFARI Hussain (KUW),1014,8766,NED,MEX,Draw,4
1998,1998-06-25 21:00:00,Group Stage,La Mosson,Montpellier ,Germany,2,0,Iran, ,29800,0,0,GONZALEZ CHAVEZ Epifanio (PAR),GALVAN Celestino (PAR),DIAZ GALVEZ Jorge (CHI),1014,8767,GER,IRN,Home Win,2
1998,1998-06-25 21:00:00,Group Stage,La Beaujoire,Nantes ,USA,0,1,Yugoslavia, ,35500,0,1,EL GHANDOUR Gamal (EGY),SALIE Achmat (RSA),WARREN Mark (ENG),1014,8768,USA,YUG,Away Win,1
1998,1998-06-26 16:00:00,Group Stage,Stade de Gerland,Lyon ,Japan,1,2,Jamaica, ,39100,0,1,BENKO Gunter (AUT),AMLER Evzen (CZE),DANTE Dramane (MLI),1014,8771,JPN,JAM,Away Win,3
1998,1998-06-26 16:00:00,Group Stage,Stade du Parc Lescure,Bordeaux ,Argentina,1,0,Croatia, ,31800,1,0,BELQOLA Said (MAR),SOLDATOS Aristidis Chris (RSA),MANSRI Mohamed (TUN),1014,8772,ARG,CRO,Home Win,1
1998,1998-06-26 21:00:00,Group Stage,Stade de France,Saint-Denis ,Romania,1,1,Tunisia, ,77000,0,1,LENNIE Edward (AUS),POCIEGIEL Jacek (POL),DUPANOV Yuri (BLR),1014,8769,ROU,TUN,Draw,2
1998,1998-06-26 21:00:00,Group Stage,Stade Felix Bollaert,Lens ,Colombia,0,2,England, ,38100,0,2,BRIZIO CARTER Arturo (MEX),RAUSIS Laurent (SUI),SALINAS Reynaldo (HON),1014,8770,COL,ENG,Away Win,2
1998,1998-06-27 16:30:00,Round of 16,Stade V�lodrome,Marseilles ,Italy,1,0,Norway, ,55000,1,0,HEYNEMANN Bernd (GER),SCHNEIDER Erich (GER),VAN DEN BROECK Marc (BEL),1024,8774,ITA,NOR,Home Win,1
1998,1998-06-27 21:00:00,Round of 16,Parc des Princes,Paris ,Brazil,4,1,Chile, ,45500,3,0,BATTA Marc (FRA),POUDEVIGNE Jacques (FRA),POWELL Owen (JAM),1024,8773,BRA,CHI,Home Win,5
1998,1998-06-28 16:30:00,Round of 16,Stade Felix Bollaert,Lens ,France,1,0,Paraguay,France win after extra time ,31800,0,0,BUJSAIM Ali (UAE),WICKRAMATUNGA Nimal (SRI),FRED Lencie (VAN),1024,8776,FRA,PAR,Home Win,1
1998,1998-06-28 21:00:00,Round of 16,Stade de France,Saint-Denis ,Nigeria,1,4,Denmark, ,77000,0,2,MEIER Urs (SUI),GHADANFARI Hussain (KUW),TRESACO GRACIA Fernando (ESP),1024,8775,NGA,DEN,Away Win,5
1998,1998-06-29 16:30:00,Round of 16,La Mosson,Montpellier ,Germany,2,1,Mexico, ,29800,0,0,MELO PEREIRA Vitor (POR),MANSRI Mohamed (TUN),SALIE Achmat (RSA),1024,8777,GER,MEX,Home Win,3
1998,1998-06-29 21:00:00,Round of 16,Stade Municipal,Toulouse ,Netherlands,2,1,Yugoslavia, ,33500,1,0,GARCIA ARANDA Jose Maria (ESP),RAUSIS Laurent (SUI),GRIGORESCU Nicolae (ROU),1024,8778,NED,YUG,Home Win,3
1998,1998-06-30 16:30:00,Round of 16,Stade du Parc Lescure,Bordeaux ,Romania,0,1,Croatia, ,31800,0,1,CASTRILLI Javier (ARG),ROSSI Claudio (ARG),PINTO Arnaldo (BRA),1024,8780,ROU,CRO,Away Win,1
