Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,Result,Total Goals
1998,1998-06-30 21:00:00,Round of 16,Stade Geoffroy Guichard,Saint-Etienne ,Argentina,2,2,England,Argentina win on penalties (4 - 3) ,30600,0,0,NIELSEN Kim Milton (DEN),ABDUL HAMID Halim (MAS),AL MUSAWI Mohamed (OMA),1024,8779,ARG,ENG,Draw,4
1998,1998-07-03 16:30:00,Quarter-finals,Stade de France,Saint-Denis ,Italy,0,0,France,France win on penalties (3 - 4) ,77000,0,0,DALLAS Hugh (SCO),WARREN Mark (ENG),GRIGORESCU Nicolae (ROU),1025,8781,ITA,FRA,Draw,0
1998,1998-07-03 21:00:00,Quarter-finals,La Beaujoire,Nantes ,Brazil,3,2,Denmark, ,35500,2,1,EL GHANDOUR Gamal (EGY),MANSRI Mohamed (TUN),DANTE Dramane (MLI),1025,8782,BRA,DEN,Home Win,5
1998,1998-07-04 16:30:00,Quarter-finals,Stade V�lodrome,Marseilles ,Netherlands,2,1,Argentina, ,55000,1,1,BRIZIO CARTER Arturo (MEX),POWELL Owen (JAM),SALINAS Reynaldo (HON),1025,8784,NED,ARG,Home Win,3
1998,1998-07-04 21:00:00,Quarter-finals,Stade de Gerland,Lyon ,Germany,0,3,Croatia, ,39100,0,1,PEDERSEN Rune (NOR),NILSSON Mikael (SWE),VAN DEN BROECK Marc (BEL),1025,8783,GER,CRO,Away Win,3
1998,1998-07-07 21:00:00,Semi-finals,Stade V�lodrome,Marseilles ,Brazil,1,1,Netherlands,Brazil win on penalties (4 - 2) ,54000,0,0,BUJSAIM Ali (UAE),GHADANFARI Hussain (KUW),AL MUSAWI Mohamed (OMA),1026,8785,BRA,NED,Draw,2
1998,1998-07-08 21:00:00,Semi-finals,Stade de France,Saint-Denis ,France,2,1,Croatia, ,76000,0,0,GARCIA ARANDA Jose Maria (ESP),TRESACO GRACIA Fernando (ESP),DIAZ GALVEZ Jorge (CHI),1026,8786,FRA,CRO,Home Win,3
1998,1998-07-11 21:00:00,Third Place,Parc des Princes,Paris ,Netherlands,1,2,Croatia, ,45500,1,2,GONZALEZ CHAVEZ Epifanio (PAR),ZAMMIT Emanuel (MLT),FRED Lencie (VAN),1028,8787,NED,CRO,Away Win,3
1998,1998-07-12 21:00:00,Final,Stade de France,Saint-Denis ,Brazil,0,3,France, ,80000,0,2,BELQOLA Said (MAR),WARREN Mark (ENG),SALIE Achmat (RSA),1027,8788,BRA,FRA,Away Win,3
2002,2002-05-31 20:30:00,Group Stage,Seoul World Cup Stadium,Seoul ,France,0,1,Senegal, ,62561,0,1,BUJSAIM Ali (UAE),ALTRAIFI Ali (KSA),RATTALINO Jorge (ARG),43950100,43950001,FRA,SEN,Away Win,1
2002,2002-06-01 15:30:00,Group Stage,Niigata Stadium Big Swan,Niigata ,"rn"">Republic of Ireland",1,1,Cameroon, ,33679,0,1,KAMIKAWA Toru (JPN),AWANG HAMAT Mat Lazim (MAS),VAN NYLEN Roland (BEL),43950100,43950002,IRL,CMR,Draw,2
2002,2002-06-01 18:00:00,Group Stage,Munsu Football Stadium,Ulsan ,Uruguay,1,2,Denmark, ,30157,0,1,MANE Saad (KUW),HASSOUNEH Awni (JOR),DANTE Dramane (MLI),43950100,43950003,URU,DEN,Away Win,3
2002,2002-06-01 20:30:00,Group Stage,Sapporo Dome,Sapporo ,Germany,8,0,Saudi Arabia, ,32218,4,0,AQUINO Ubaldo (PAR),GIACOMUZZI Miguel (PAR),RAGOONATH Michael (TRI),43950100,43950004,GER,KSA,Home Win,8
2002,2002-06-02 14:30:00,Group Stage,Kashima Stadium,Ibaraki ,Argentina,1,0,Nigeria, ,34050,0,0,VEISSIERE Gilles (FRA),ARNAULT Frederic (FRA),MUELLER Heiner (GER),43950100,43950007,ARG,NGA,Home Win,1
2002,2002-06-02 16:30:00,Group Stage,Busan Asiad Main Stadium,Busan ,Paraguay,2,2,South Africa, ,25186,1,0,MICHEL Lubos (SVK),SRAMKA Igor (SVK),CHARLES Curtis (ATG),43950100,43950006,PAR,RSA,Draw,4
2002,2002-06-02 18:30:00,Group Stage,Saitama Stadium 2002,Saitama ,England,1,1,Sweden, ,52721,1,0,SIMON Carlos (BRA),OLIVEIRA Jorge (BRA),DUPANOV Yuri (BLR),43950100,43950005,ENG,SWE,Draw,2
2002,2002-06-02 20:30:00,Group Stage,Gwangju World Cup Stadium,Gwangju ,Spain,3,1,Slovenia, ,28598,1,0,GUEZZAZ Mohammed (MAR),TOMUSANGE Ali (UGA),BEREUTER Egon (AUT),43950100,43950008,ESP,SVN,Home Win,4
2002,2002-06-03 15:30:00,Group Stage,Niigata Stadium Big Swan,Niigata ,Croatia,0,1,Mexico, ,32239,0,0,JUN Lu (CHN),KOMALEESWARAN Sankar (IND),ADJENGUI Taoufik (TUN),43950100,43950009,CRO,MEX,Away Win,1
2002,2002-06-03 18:00:00,Group Stage,Munsu Football Stadium,Ulsan ,Brazil,2,1,Turkey, ,33842,0,1,KIM Young Joo (KOR),KRISHNAN Visva (SIN),FERNANDEZ Vladimir (SLV),43950100,43950010,BRA,TUR,Home Win,3
2002,2002-06-03 20:30:00,Group Stage,Sapporo Dome,Sapporo ,Italy,2,0,Ecuador, ,31081,2,0,HALL Brian (USA),VERGARA Hector (CAN),SHARP Philip (ENG),43950100,43950011,ITA,ECU,Home Win,2
2002,2002-06-04 15:30:00,Group Stage,Gwangju World Cup Stadium,Gwangju ,China PR,0,2,Costa Rica, ,27217,0,0,VASSARAS Kyros (GRE),MATOS Carlos (POR),POOL Jaap (NED),43950100,43950012,CHN,CRC,Away Win,2
2002,2002-06-04 18:00:00,Group Stage,Saitama Stadium 2002,Saitama ,Japan,2,2,Belgium, ,55256,0,0,MATTUS William (CRC),KOLEIT Haidar (LIB),DUPANOV Yuri (BLR),43950100,43950013,JPN,BEL,Draw,4
2002,2002-06-04 20:30:00,Group Stage,Busan Asiad Main Stadium,Busan ,Korea Republic,2,0,Poland, ,48760,1,0,RUIZ Oscar (COL),DORIRI Elise (VAN),LINDBERG Leif (SWE),43950100,43950014,KOR,POL,Home Win,2
2002,2002-06-05 15:30:00,Group Stage,Kobe Wing Stadium,Kobe ,Russia,2,0,Tunisia, ,30957,0,0,PRENDERGAST Peter (JAM),RAGOONATH Michael (TRI),SMITH Paul (NZL),43950100,43950015,RUS,TUN,Home Win,2
2002,2002-06-05 18:00:00,Group Stage,Suwon World Cup Stadium,Suwon ,USA,3,2,Portugal, ,37306,3,1,MORENO Byron (ECU),FIERRO Bomer (ECU),HASSOUNEH Awni (JOR),43950100,43950016,USA,POR,Home Win,5
2002,2002-06-05 20:30:00,Group Stage,Kashima Stadium,Ibaraki ,Germany,1,1,"rn"">Republic of Ireland", ,35854,1,0,NIELSEN Kim Milton (DEN),LARSEN Jens (DEN),AMLER Evzen (CZE),43950100,43950017,GER,IRL,Draw,2
2002,2002-06-06 15:30:00,Group Stage,Daegu World Cup Stadium,Daegu ,Denmark,1,1,Senegal, ,43500,1,0,BATRES Carlos (GUA),SZEKELY Ferenc (HUN),KRISHNAN Visva (SIN),43950100,43950020,DEN,SEN,Draw,2
2002,2002-06-06 18:00:00,Group Stage,Saitama Stadium 2002,Saitama ,Cameroon,1,0,Saudi Arabia, ,52328,0,0,HAUGE Terje (NOR),VAN NYLEN Roland (BEL),WIERZBOWSKI Maciej (POL),43950100,43950019,CMR,KSA,Home Win,1
2002,2002-06-06 20:30:00,Group Stage,Busan Asiad Main Stadium,Busan ,France,0,0,Uruguay, ,38289,0,0,RAMOS RIZO Felipe (MEX),FERNANDEZ Vladimir (SLV),CHARLES Curtis (ATG),43950100,43950018,FRA,URU,Draw,0
2002,2002-06-07 15:30:00,Group Stage,Kobe Wing Stadium,Kobe ,Sweden,2,1,Nigeria, ,36194,1,1,ORTUBE Rene (BOL),GIACOMUZZI Miguel (PAR),AWANG HAMAT Mat Lazim (MAS),43950100,43950021,SWE,NGA,Home Win,3
2002,2002-06-07 18:00:00,Group Stage,Jeonju World Cup Stadium,Jeonju ,Spain,3,1,Paraguay, ,24000,0,1,EL GHANDOUR Gamal (EGY),FARAG Wagih (EGY),MUDZAMIRI Brighton (ZIM),43950100,43950022,ESP,PAR,Home Win,4
2002,2002-06-07 20:30:00,Group Stage,Sapporo Dome,Sapporo ,Argentina,0,1,England, ,35927,0,1,COLLINA Pierluigi (ITA),VERGARA Hector (CAN),SAEED Mohamed (MDV),43950100,43950023,ARG,ENG,Away Win,1
2002,2002-06-08 15:30:00,Group Stage,Daegu World Cup Stadium,Daegu ,South Africa,1,0,Slovenia, ,47226,1,0,SANCHEZ Angel (ARG),RATTALINO Jorge (ARG),ALTRAIFI Ali (KSA),43950100,43950024,RSA,SVN,Home Win,1
2002,2002-06-08 18:00:00,Group Stage,Kashima Stadium,Ibaraki ,Italy,1,2,Croatia, ,36472,0,0,POLL Graham (ENG),SHARP Philip (ENG),LARSEN Jens (DEN),43950100,43950025,ITA,CRO,Away Win,3
2002,2002-06-08 20:30:00,Group Stage,Jeju World Cup Stadium,Jeju ,Brazil,4,0,China PR, ,36750,3,0,FRISK Anders (SWE),LINDBERG Leif (SWE),FIERRO Bomer (ECU),43950100,43950026,BRA,CHN,Home Win,4
2002,2002-06-09 15:30:00,Group Stage,Miyagi Stadium,Rifu ,Mexico,2,1,Ecuador, ,45610,1,1,DAAMI Mourad (TUN),ADJENGUI Taoufik (TUN),KOLEIT Haidar (LIB),43950100,43950027,MEX,ECU,Home Win,3
2002,2002-06-09 18:00:00,Group Stage,Incheon Football Stadium,Incheon ,Costa Rica,1,1,Turkey, ,42299,0,0,CODJIA Coffi (BEN),DANTE Dramane (MLI),MUDZAMIRI Brighton (ZIM),43950100,43950028,CRC,TUR,Draw,2
2002,2002-06-09 20:30:00,Group Stage,International Stadium Yokohama,Yokohama ,Japan,1,0,Russia, ,66108,0,0,MERK Markus (GER),MUELLER Heiner (GER),AMLER Evzen (CZE),43950100,43950029,JPN,RUS,Home Win,1
2002,2002-06-10 15:30:00,Group Stage,Daegu World Cup Stadium,Daegu ,Korea Republic,1,1,USA, ,60778,0,1,MEIER Urs (SUI),BEREUTER Egon (AUT),TOMUSANGE Ali (UGA),43950100,43950030,KOR,USA,Draw,2
2002,2002-06-10 18:00:00,Group Stage,Oita Stadium Big Eye,Oita ,Tunisia,1,1,Belgium, ,39700,1,1,SHIELD Mark (AUS),SMITH Paul (NZL),KOMALEESWARAN Sankar (IND),43950100,43950031,TUN,BEL,Draw,2
2002,2002-06-10 20:30:00,Group Stage,Jeonju World Cup Stadium,Jeonju ,Portugal,4,0,Poland, ,31000,1,0,DALLAS Hugh (SCO),SRAMKA Igor (SVK),FARAG Wagih (EGY),43950100,43950032,POR,POL,Home Win,4
2002,2002-06-11 15:30:00,Group Stage,Incheon Football Stadium,Incheon ,Denmark,2,0,France, ,48100,1,0,MELO PEREIRA Vitor (POR),MATOS Carlos (POR),DORIRI Elise (VAN),43950100,43950033,DEN,FRA,Home Win,2
2002,2002-06-11 15:30:00,Group Stage,Suwon World Cup Stadium,Suwon ,Senegal,3,3,Uruguay, ,33681,3,0,WEGEREEF Jan (NED),POOL Jaap (NED),SZEKELY Ferenc (HUN),43950100,43950034,SEN,URU,Draw,6
2002,2002-06-11 20:30:00,Group Stage,International Stadium Yokohama,Yokohama ,Saudi Arabia,0,3,"rn"">Republic of Ireland", ,65320,0,1,NDOYE Falla (SEN),WIERZBOWSKI Maciej (POL),ARNAULT Frederic (FRA),43950100,43950036,KSA,IRL,Away Win,3
2002,2002-06-11 20:30:00,Group Stage,Shizuoka Stadium Ecopa,Shizuoka ,Cameroon,0,2,Germany, ,47085,0,0,LOPEZ NIETO Antonio (ESP),SAEED Mohamed (MDV),OLIVEIRA Jorge (BRA),43950100,43950035,CMR,GER,Away Win,2
2002,2002-06-12 15:30:00,Group Stage,Miyagi Stadium,Rifu ,Sweden,1,1,Argentina, ,45777,0,0,BUJSAIM Ali (UAE),MUELLER Heiner (GER),RAGOONATH Michael (TRI),43950100,43950037,SWE,ARG,Draw,2
2002,2002-06-12 15:30:00,Group Stage,Osaka Nagai Stadium,Osaka ,Nigeria,0,0,England, ,44864,0,0,HALL Brian (USA),VERGARA Hector (CAN),AMLER Evzen (CZE),43950100,43950038,NGA,ENG,Draw,0
2002,2002-06-12 20:30:00,Group Stage,Jeju World Cup Stadium,Jeju ,Slovenia,1,3,Paraguay, ,30176,1,0,RAMOS RIZO Felipe (MEX),LINDBERG Leif (SWE),KRISHNAN Visva (SIN),43950100,43950040,SVN,PAR,Away Win,4
2002,2002-06-12 20:30:00,Group Stage,Daejeon World Cup Stadium,Daejeon ,South Africa,2,3,Spain, ,31024,1,2,MANE Saad (KUW),RATTALINO Jorge (ARG),HASSOUNEH Awni (JOR),43950100,43950039,RSA,ESP,Away Win,5
2002,2002-06-13 15:30:00,Group Stage,Suwon World Cup Stadium,Suwon ,Costa Rica,2,5,Brazil, ,38524,1,3,EL GHANDOUR Gamal (EGY),FARAG Wagih (EGY),BEREUTER Egon (AUT),43950100,43950041,CRC,BRA,Away Win,7
2002,2002-06-13 15:30:00,Group Stage,Seoul World Cup Stadium,Seoul ,Turkey,3,0,China PR, ,43605,2,0,RUIZ Oscar (COL),TOMUSANGE Ali (UGA),CHARLES Curtis (ATG),43950100,43950042,TUR,CHN,Home Win,3
2002,2002-06-13 20:30:00,Group Stage,International Stadium Yokohama,Yokohama ,Ecuador,1,0,Croatia, ,65862,0,0,MATTUS William (CRC),GIACOMUZZI Miguel (PAR),VAN NYLEN Roland (BEL),43950100,43950044,ECU,CRO,Home Win,1
2002,2002-06-13 20:30:00,Group Stage,Oita Stadium Big Eye,Oita ,Mexico,1,1,Italy, ,39291,1,0,SIMON Carlos (BRA),OLIVEIRA Jorge (BRA),AWANG HAMAT Mat Lazim (MAS),43950100,43950043,MEX,ITA,Draw,2
2002,2002-06-14 15:30:00,Group Stage,Osaka Nagai Stadium,Osaka ,Tunisia,0,2,Japan, ,45213,0,0,VEISSIERE Gilles (FRA),ARNAULT Frederic (FRA),KOLEIT Haidar (LIB),43950100,43950045,TUN,JPN,Away Win,2
2002,2002-06-14 15:30:00,Group Stage,Shizuoka Stadium Ecopa,Shizuoka ,Belgium,3,2,Russia, ,46640,1,0,NIELSEN Kim Milton (DEN),SHARP Philip (ENG),KOMALEESWARAN Sankar (IND),43950100,43950046,BEL,RUS,Home Win,5
2002,2002-06-14 20:30:00,Group Stage,Incheon Football Stadium,Incheon ,Portugal,0,1,Korea Republic, ,50239,0,0,SANCHEZ Angel (ARG),ALTRAIFI Ali (KSA),SZEKELY Ferenc (HUN),43950100,43950047,POR,KOR,Away Win,1
2002,2002-06-14 20:30:00,Group Stage,Daejeon World Cup Stadium,Daejeon ,Poland,3,1,USA, ,26482,2,0,LU Jun (CHN),FIERRO Bomer (ECU),POOL Jaap (NED),43950100,43950048,POL,USA,Home Win,4
2002,2002-06-15 15:30:00,Round of 16,Jeju World Cup Stadium,Jeju ,Germany,1,0,Paraguay, ,25176,0,0,BATRES Carlos (GUA),CHARLES Curtis (ATG),DANTE Dramane (MLI),43950200,43950049,GER,PAR,Home Win,1
2002,2002-06-15 20:30:00,Round of 16,Niigata Stadium Big Swan,Niigata ,Denmark,0,3,England, ,40582,0,3,MERK Markus (GER),MUELLER Heiner (GER),AMLER Evzen (CZE),43950200,43950050,DEN,ENG,Away Win,3
2002,2002-06-16 15:30:00,Round of 16,Oita Stadium Big Eye,Oita ,Sweden,1,2,Senegal,Win on Golden Goal ,39747,0,0,AQUINO Ubaldo (PAR),GIACOMUZZI Miguel (PAR),VERGARA Hector (CAN),43950200,43950051,SWE,SEN,Away Win,3
2002,2002-06-16 20:30:00,Round of 16,Suwon World Cup Stadium,Suwon ,Spain,1,1,"rn"">Republic of Ireland",Spain win on penalties (3 - 2) ,38926,0,0,FRISK Anders (SWE),LINDBERG Leif (SWE),SRAMKA Igor (SVK),43950200,43950052,ESP,IRL,Draw,2
2002,2002-06-17 15:30:00,Round of 16,Jeonju World Cup Stadium,Jeonju ,Mexico,0,2,USA, ,36380,0,1,MELO PEREIRA Vitor (POR),MATOS Carlos (POR),BEREUTER Egon (AUT),43950200,43950053,MEX,USA,Away Win,2
2002,2002-06-17 20:30:00,Round of 16,Kobe Wing Stadium,Kobe ,Brazil,2,0,Belgium, ,40440,0,0,PRENDERGAST Peter (JAM),DUPANOV Yuri (BLR),SAEED Mohamed (MDV),43950200,43950054,BRA,BEL,Home Win,2
2002,2002-06-18 15:30:00,Round of 16,Miyagi Stadium,Rifu ,Japan,0,1,Turkey, ,45666,0,1,COLLINA Pierluigi (ITA),WIERZBOWSKI Maciej (POL),SMITH Paul (NZL),43950200,43950055,JPN,TUR,Away Win,1
2002,2002-06-18 20:30:00,Round of 16,Daejeon World Cup Stadium,Daejeon ,Korea Republic,2,1,Italy,Win on Golden Goal ,38588,0,0,MORENO Byron (ECU),RATTALINO Jorge (ARG),SZEKELY Ferenc (HUN),43950200,43950056,KOR,ITA,Home Win,3
2002,2002-06-21 15:30:00,Quarter-finals,Shizuoka Stadium Ecopa,Shizuoka ,England,1,2,Brazil, ,47436,1,1,RAMOS RIZO Felipe (MEX),VERGARA Hector (CAN),SAEED Mohamed (MDV),43950300,43950057,ENG,BRA,Away Win,3
2002,2002-06-21 20:30:00,Quarter-finals,Munsu Football Stadium,Ulsan ,Germany,1,0,USA, ,37337,1,0,DALLAS Hugh (SCO),SHARP Philip (ENG),ALTRAIFI Ali (KSA),43950300,43950058,GER,USA,Home Win,1
2002,2002-06-22 15:30:00,Quarter-finals,Gwangju World Cup Stadium,Gwangju ,Spain,0,0,Korea Republic,Korea Republic win on penalties (3 - 5) ,42114,0,0,EL GHANDOUR Gamal (EGY),TOMUSANGE Ali (UGA),RAGOONATH Michael (TRI),43950300,43950059,ESP,KOR,Draw,0
2002,2002-06-22 20:30:00,Quarter-finals,Osaka Nagai Stadium,Osaka ,Senegal,0,1,Turkey,Win on Golden Goal ,44233,0,0,RUIZ Oscar (COL),RATTALINO Jorge (ARG),GIACOMUZZI Miguel (PAR),43950300,43950060,SEN,TUR,Away Win,1
2002,2002-06-25 20:30:00,Semi-finals,Seoul World Cup Stadium,Seoul ,Germany,1,0,Korea Republic, ,65256,0,0,MEIER Urs (SUI),ARNAULT Frederic (FRA),AMLER Evzen (CZE),43950400,43950061,GER,KOR,Home Win,1
2002,2002-06-26 20:30:00,Semi-finals,Saitama Stadium 2002,Saitama ,Brazil,1,0,Turkey, ,61058,0,0,NIELSEN Kim Milton (DEN),WIERZBOWSKI Maciej (POL),SRAMKA Igor (SVK),43950400,43950062,BRA,TUR,Home Win,1
2002,2002-06-29 20:00:00,Third Place,Daegu World Cup Stadium,Daegu ,Korea Republic,2,3,Turkey, ,63483,1,3,MANE Saad (KUW),ALTRAIFI Ali (KSA),VERGARA Hector (CAN),43950500,43950063,KOR,TUR,Away Win,5
2002,2002-06-30 20:00:00,Final,International Stadium Yokohama,Yokohama ,Germany,0,2,Brazil, ,69029,0,0,COLLINA Pierluigi (ITA),LINDBERG Leif (SWE),SHARP Philip (ENG),43950600,43950064,GER,BRA,Away Win,2
2006,2006-06-09 18:00:00,Group Stage,"FIFA World Cup Stadium, Munich",Munich ,Germany,4,2,Costa Rica, ,66000,2,1,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG),97410100,97410001,GER,CRC,Home Win,6
2006,2006-06-09 21:00:00,Group Stage,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Poland,0,2,Ecuador, ,52000,0,1,KAMIKAWA Toru (JPN),HIROSHIMA Yoshikazu (JPN),KIM Dae Young (KOR),97410100,97410002,POL,ECU,Away Win,2
2006,2006-06-10 15:00:00,Group Stage,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,England,1,0,Paraguay, ,48000,1,0,RODRIGUEZ Marco (MEX),CAMARGO Jose Luis (MEX),LEAL Leonel (CRC),97410100,97410003,ENG,PAR,Home Win,1
2006,2006-06-10 18:00:00,Group Stage,"FIFA World Cup Stadium, Dortmund",Dortmund ,"rn"">Trinidad and Tobago",0,0,Sweden, ,62959,0,0,MAIDIN Shamsul (SIN),PERMPANICH Prachya (THA),GHULOUM Eisa (UAE),97410100,97410004,TRI,SWE,Draw,0
2006,2006-06-10 21:00:00,Group Stage,"FIFA World Cup Stadium, Hamburg",Hamburg ,Argentina,2,1,C�te d'Ivoire, ,49480,2,0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),97410100,97410005,ARG,CIV,Home Win,3
2006,2006-06-11 15:00:00,Group Stage,Zentralstadion,Leipzig ,"rn"">Serbia and Montenegro",0,1,Netherlands, ,43000,0,1,MERK Markus (GER),SCHRAER Christian (GER),SALVER Jan-Hendrik (GER),97410100,97410006,SCG,NED,Away Win,1
2006,2006-06-11 18:00:00,Group Stage,Franken-Stadion,Nuremberg ,Mexico,3,1,Iran, ,41000,1,1,ROSETTI Roberto (ITA),COPELLI Cristiano (ITA),STAGNOLI Alessandro (ITA),97410100,97410007,MEX,IRN,Home Win,4
2006,2006-06-11 21:00:00,Group Stage,"FIFA World Cup Stadium, Cologne",Cologne ,Angola,0,1,Portugal, ,45000,0,1,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU),97410100,97410008,ANG,POR,Away Win,1
2006,2006-06-12 15:00:00,Group Stage,Fritz-Walter-Stadion,Kaiserslautern ,Australia,3,1,Japan, ,46000,0,1,ABD EL FATAH Essam (EGY),DANTE Dramane (MLI),NDOYE Mamadou (SEN),97410100,97410012,AUS,JPN,Home Win,4
2006,2006-06-12 18:00:00,Group Stage,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,USA,0,3,Czech Republic, ,52000,0,2,AMARILLA Carlos (PAR),ANDINO Amelio (PAR),BERNAL Manuel (PAR),97410100,97410010,USA,CZE,Away Win,3
2006,2006-06-12 21:00:00,Group Stage,"FIFA World Cup Stadium, Hanover",Hanover ,Italy,2,0,Ghana, ,43000,1,0,SIMON Carlos (BRA),TAVARES Aristeu (BRA),CORONA Ednilson (BRA),97410100,97410009,ITA,GHA,Home Win,2
2006,2006-06-13 15:00:00,Group Stage,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Korea Republic,2,1,Togo, ,48000,0,1,POLL Graham (ENG),SHARP Philip (ENG),TURNER Glenn (ENG),97410100,97410014,KOR,TOG,Home Win,3
2006,2006-06-13 18:00:00,Group Stage,Gottlieb-Daimler-Stadion,Stuttgart ,France,0,0,Switzerland, ,52000,0,0,IVANOV Valentin (RUS),GOLUBEV Nikolai (RUS),VOLNIN Evgueni (RUS),97410100,97410013,FRA,SUI,Draw,0
2006,2006-06-13 21:00:00,Group Stage,Olympiastadion,Berlin ,Brazil,1,0,Croatia, ,72000,1,0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410100,97410011,BRA,CRO,Home Win,1
2006,2006-06-14 15:00:00,Group Stage,Zentralstadion,Leipzig ,Spain,4,0,Ukraine, ,43000,2,0,BUSACCA Massimo (SUI),BURAGINA Francesco (SUI),ARNET Matthias (SUI),97410100,97410015,ESP,UKR,Home Win,4
2006,2006-06-14 18:00:00,Group Stage,"FIFA World Cup Stadium, Munich",Munich ,Tunisia,2,2,Saudi Arabia, ,66000,1,0,SHIELD Mark (AUS),GIBSON Nathan (AUS),WILSON Ben (AUS),97410100,97410016,TUN,KSA,Draw,4
2006,2006-06-14 21:00:00,Group Stage,"FIFA World Cup Stadium, Dortmund",Dortmund ,Germany,1,0,Poland, ,65000,0,0,MEDINA CANTALEJO Luis (ESP),GIRALDEZ CARRASCO Victoriano (ESP),MEDINA HERNANDEZ Pedro (ESP),97410100,97410017,GER,POL,Home Win,1
2006,2006-06-15 15:00:00,Group Stage,"FIFA World Cup Stadium, Hamburg",Hamburg ,Ecuador,3,0,Costa Rica, ,50000,1,0,CODJIA Coffi (BEN),NTAGUNGIRA Celestin (RWA),ADERODJOU Aboudou (BEN),97410100,97410018,ECU,CRC,Home Win,3
2006,2006-06-15 18:00:00,Group Stage,Franken-Stadion,Nuremberg ,England,2,0,"rn"">Trinidad and Tobago", ,41000,0,0,KAMIKAWA Toru (JPN),HIROSHIMA Yoshikazu (JPN),KIM Dae Young (KOR),97410100,97410019,ENG,TRI,Home Win,2
2006,2006-06-15 21:00:00,Group Stage,Olympiastadion,Berlin ,Sweden,1,0,Paraguay, ,72000,0,0,MICHEL Lubos (SVK),Roman SLYSKO (SVK),BALKO Martin (SVK),97410100,97410020,SWE,PAR,Home Win,1
2006,2006-06-16 15:00:00,Group Stage,"FIFA World Cup Stadium, Gelsenkirchen",Gelsenkirchen ,Argentina,6,0,"rn"">Serbia and Montenegro", ,52000,3,0,ROSETTI Roberto (ITA),COPELLI Cristiano (ITA),STAGNOLI Alessandro (ITA),97410100,97410021,ARG,SCG,Home Win,6
2006,2006-06-16 18:00:00,Group Stage,Gottlieb-Daimler-Stadion,Stuttgart ,Netherlands,2,1,C�te d'Ivoire, ,52000,2,1,RUIZ Oscar (COL),TAMAYO Fernando (ECU),NAVIA Jose (COL),97410100,97410022,NED,CIV,Home Win,3
2006,2006-06-16 21:00:00,Group Stage,"FIFA World Cup Stadium, Hanover",Hanover ,Mexico,0,0,Angola, ,43000,0,0,MAIDIN Shamsul (SIN),PERMPANICH Prachya (THA),GHULOUM Eisa (UAE),97410100,97410023,MEX,ANG,Draw,0
2006,2006-06-17 15:00:00,Group Stage,"FIFA World Cup Stadium, Frankfurt",Frankfurt/Main ,Portugal,2,0,IR Iran, ,48000,0,0,POULAT Eric (FRA),DAGORNE Lionel (FRA),TEXIER Vincent (FRA),97410100,97410024,POR,IRN,Home Win,2
2006,2006-06-17 18:00:00,Group Stage,"FIFA World Cup Stadium, Cologne",Cologne ,Czech Republic,0,2,Ghana, ,45000,0,1,ELIZONDO Horacio (ARG),GARCIA Dario (ARG),OTERO Rodolfo (ARG),97410100,97410026,CZE,GHA,Away Win,2
2006,2006-06-17 21:00:00,Group Stage,Fritz-Walter-Stadion,Kaiserslautern ,Italy,1,1,USA, ,46000,1,1,LARRIONDA Jorge (URU),RIAL Walter (URU),FANDINO Pablo (URU),97410100,97410025,ITA,USA,Draw,2
2006,2006-06-18 15:00:00,Group Stage,Franken-Stadion,Nuremberg ,Japan,0,0,Croatia, ,41000,0,0,DE BLEECKERE Frank (BEL),HERMANS Peter (BEL),VROMANS Walter (BEL),97410100,97410028,JPN,CRO,Draw,0
2006,2006-06-18 18:00:00,Group Stage,"FIFA World Cup Stadium, Munich",Munich ,Brazil,2,0,Australia, ,66000,0,0,MERK Markus (GER),SCHRAER Christian (GER),SALVER Jan-Hendrik (GER),97410100,97410027,BRA,AUS,Home Win,2
2006,2006-06-18 21:00:00,Group Stage,Zentralstadion,Leipzig ,France,1,1,Korea Republic, ,43000,1,0,ARCHUNDIA Benito (MEX),RAMIREZ Jose (MEX),VERGARA Hector (CAN),97410100,97410029,FRA,KOR,Draw,2
2006,2006-06-19 15:00:00,Group Stage,"FIFA World Cup Stadium, Dortmund",Dortmund ,Togo,0,2,Switzerland, ,65000,0,1,AMARILLA Carlos (PAR),ANDINO Amelio (PAR),BERNAL Manuel (PAR),97410100,97410030,TOG,SUI,Away Win,2
